iteration_limit,game_index,seed,winner,deciding_criterion,secured_margin_p1_minus_p2,advantage_margin_p1_minus_p2,corrected_objective_piece_margin_p1_minus_p2,first_persistent_full_lexicographic_lead_turn,early_central_placement_any,early_central_placement_count,first_central_commitment_turn,first_central_commitment_p1_turn,central_occupation_after_p1_turn_1,central_occupation_after_p1_turn_2,central_occupation_after_p1_turn_3,early_central_occupation_turn_count,early_central_contest_any,early_central_contest_turn_count,sample
100000,40,1181000039,1,secured_objectives,1,0,0,17,True,8,1,1,True,True,True,3,True,5,issue-108-corrected
100000,41,1181000040,1,advantage_objectives,0,1,2,13,True,8,1,1,True,True,True,3,True,5,issue-108-corrected
100000,42,1181000041,0,draw,0,0,0,,True,8,1,1,True,True,True,3,True,5,issue-108-corrected
100000,43,1181000042,1,secured_objectives,1,-2,-2,9,True,8,1,1,True,True,True,3,True,5,issue-108-corrected
100000,44,1181000043,2,secured_objectives,-1,1,2,18,True,8,1,1,True,True,True,3,True,5,issue-108-corrected
100000,45,1181000044,2,advantage_objectives,0,-1,-2,18,True,8,1,1,True,True,True,3,True,5,issue-108-corrected
100000,46,1181000045,2,advantage_objectives,0,-1,-2,18,True,8,1,1,True,True,True,3,True,5,issue-108-corrected
100000,47,1181000046,1,secured_objectives,1,0,0,13,True,8,1,1,True,True,True,3,True,5,issue-108-corrected
100000,48,1181000047,2,secured_objectives,-1,1,1,16,True,8,1,1,True,True,True,3,True,5,issue-108-corrected
100000,49,1181000048,2,secured_objectives,-1,0,0,18,True,8,1,1,True,True,True,3,True,5,issue-108-corrected
100000,50,1181000049,2,advantage_objectives,0,-1,-1,18,True,8,1,1,True,True,True,3,True,5,issue-108-corrected
100000,51,1181000050,2,advantage_objectives,0,-1,-1,16,True,8,1,1,True,True,True,3,True,5,issue-108-corrected
100000,52,1181000051,1,secured_objectives,1,0,-1,17,True,8,1,1,True,True,True,3,True,5,issue-108-corrected
100000,53,1181000052,2,advantage_objectives,0,-1,-1,16,True,8,1,1,True,True,True,3,True,5,issue-108-corrected
100000,54,1181000053,2,advantage_objectives,0,-1,-1,18,True,7,1,1,True,True,True,3,True,5,issue-108-corrected
100000,55,1181000054,0,draw,0,0,0,,True,7,1,1,True,True,True,3,True,5,issue-108-corrected
100000,56,1181000055,1,secured_objectives,1,0,0,17,True,8,1,1,True,True,True,3,True,5,issue-108-corrected
100000,57,1181000056,1,advantage_objectives,0,1,2,17,True,8,1,1,True,True,True,3,True,5,issue-108-corrected
100000,58,1181000057,0,draw,0,0,0,,True,8,1,1,True,True,True,3,True,5,issue-108-corrected
100000,59,1181000058,2,advantage_objectives,0,-1,0,18,True,8,1,1,True,True,True,3,True,5,issue-108-corrected
100000,60,1181000059,1,advantage_objectives,0,2,2,3,True,6,1,1,True,True,True,3,True,5,issue-108-corrected
100000,61,1181000060,1,secured_objectives,1,-1,-1,17,True,7,1,1,True,True,True,3,True,5,issue-108-corrected
100000,62,1181000061,2,advantage_objectives,0,-1,-1,18,True,8,1,1,True,True,True,3,True,5,issue-108-corrected
100000,63,1181000062,2,advantage_objectives,0,-1,-1,18,True,8,1,1,True,True,True,3,True,5,issue-108-corrected
100000,64,1181000063,2,advantage_objectives,0,-1,-1,18,True,7,1,1,True,True,True,3,True,5,issue-108-corrected
100000,65,1181000064,1,secured_objectives,1,0,0,15,True,7,1,1,True,True,True,3,True,5,issue-108-corrected
100000,66,1181000065,2,advantage_objectives,0,-1,-2,18,True,8,1,1,True,True,True,3,True,5,issue-108-corrected
100000,67,1181000066,2,secured_objectives,-1,2,2,18,True,8,1,1,True,True,True,3,True,5,issue-108-corrected
100000,68,1181000067,1,secured_objectives,1,0,0,13,True,7,1,1,True,True,True,3,True,5,issue-108-corrected
100000,69,1181000068,0,draw,0,0,0,,True,8,1,1,True,True,True,3,True,5,issue-108-corrected
100000,70,1181000069,1,advantage_objectives,0,1,1,13,True,7,1,1,True,True,True,3,True,5,issue-108-corrected
100000,71,1181000070,0,draw,0,0,0,,True,8,1,1,True,True,True,3,True,5,issue-108-corrected
100000,72,1181000071,1,advantage_objectives,0,1,3,15,True,7,1,1,True,True,True,3,True,5,issue-108-corrected
100000,73,1181000072,1,secured_objectives,1,-1,-2,17,True,7,1,1,True,True,True,3,True,5,issue-108-corrected
100000,74,1181000073,1,secured_objectives,1,2,1,9,True,7,1,1,True,True,True,3,True,5,issue-108-corrected
100000,75,1181000074,1,secured_objectives,1,1,1,5,True,7,1,1,True,True,True,3,True,5,issue-108-corrected
100000,76,1181000075,2,advantage_objectives,0,-1,-2,18,True,8,1,1,True,True,True,3,True,5,issue-108-corrected
100000,77,1181000076,1,secured_objectives,1,-1,-1,17,True,7,1,1,True,True,True,3,True,5,issue-108-corrected
100000,78,1181000077,2,advantage_objectives,0,-1,-1,18,True,8,1,1,True,True,True,3,True,5,issue-108-corrected
100000,79,1181000078,1,secured_objectives,1,-1,-1,17,True,8,1,1,True,True,True,3,True,5,issue-108-corrected
100000,80,1181000079,2,advantage_objectives,0,-1,-2,16,True,8,1,1,True,True,True,3,True,5,issue-108-corrected
100000,81,1181000080,1,advantage_objectives,0,1,2,17,True,8,1,1,True,True,True,3,True,5,issue-108-corrected
100000,82,1181000081,2,secured_objectives,-1,2,3,14,True,8,1,1,True,True,True,3,True,5,issue-108-corrected
100000,83,1181000082,1,advantage_objectives,0,1,2,17,True,8,1,1,True,True,True,3,True,5,issue-108-corrected
100000,84,1181000083,1,advantage_objectives,0,1,1,17,True,7,1,1,True,True,True,3,True,5,issue-108-corrected
100000,85,1181000084,2,advantage_objectives,0,-1,-2,18,True,8,1,1,True,True,True,3,True,5,issue-108-corrected
100000,86,1181000085,1,secured_objectives,2,-2,-3,5,True,7,1,1,True,True,True,3,True,5,issue-108-corrected
100000,87,1181000086,0,draw,0,0,0,,True,8,1,1,True,True,True,3,True,5,issue-108-corrected
100000,88,1181000087,1,secured_objectives,2,-1,-2,9,True,7,1,1,True,True,True,3,True,5,issue-108-corrected
100000,89,1181000088,2,advantage_objectives,0,-1,-1,18,True,8,1,1,True,True,True,3,True,5,issue-108-corrected
100000,90,1181000089,0,draw,0,0,0,,True,8,1,1,True,True,True,3,True,5,issue-108-corrected
100000,91,1181000090,2,objective_pieces,0,0,-1,18,True,8,1,1,True,True,True,3,True,5,issue-108-corrected
100000,92,1181000091,1,advantage_objectives,0,1,1,17,True,8,1,1,True,True,True,3,True,5,issue-108-corrected
100000,93,1181000092,2,secured_objectives,-1,1,2,18,True,8,1,1,True,True,True,3,True,5,issue-108-corrected
100000,94,1181000093,1,advantage_objectives,0,1,2,17,True,7,1,1,True,True,True,3,True,5,issue-108-corrected
100000,95,1181000094,0,draw,0,0,0,,True,7,1,1,True,True,True,3,True,5,issue-108-corrected
100000,96,1181000095,2,secured_objectives,-2,3,6,14,True,8,1,1,True,True,True,3,True,5,issue-108-corrected
100000,97,1181000096,1,secured_objectives,1,0,-1,5,True,7,1,1,True,True,True,3,True,5,issue-108-corrected
100000,98,1181000097,2,advantage_objectives,0,-1,-1,18,True,8,1,1,True,True,True,3,True,5,issue-108-corrected
100000,99,1181000098,1,secured_objectives,1,1,0,3,True,7,1,1,True,True,True,3,True,5,issue-108-corrected
100000,100,1181000099,1,advantage_objectives,0,1,1,13,True,8,1,1,True,True,True,3,True,5,issue-108-corrected
